SIM,Es,Mss,Md,Msl,Ms,Mf,Train_Acc [%],Val_Acc [%],Train_F1 [%],Val_F1 [%]
1508,35,2,13,3,0.7,sqrt,87.1583883363243,85.25187775187774,88.06546937086502,86.47311326288471
1509,35,2,13,3,0.7,log2,87.27228761748333,84.96697746697747,87.64590220734681,85.63337299263387
1510,35,2,13,3,0.9,sqrt,87.42883069217588,85.02363377363376,87.78758563872661,85.5029406006534
1511,35,2,13,3,0.9,log2,87.6281797812047,84.6820771820772,87.94410706809259,85.24583932654097
1512,35,2,14,1,0.7,sqrt,88.95226652877899,84.16990416990416,89.0958570296554,84.76080399626508
1513,35,2,14,1,0.7,log2,88.89528647179894,84.625259000259,89.06126674025107,85.13530053483326
1514,35,2,14,1,0.9,sqrt,89.5643661729071,84.39750064750065,90.10540198100996,85.53311057614341
1515,35,2,14,1,0.9,log2,89.59288661779765,83.71357808857809,89.23942308897495,83.49019563972834
1516,35,2,14,3,0.7,sqrt,87.37194188439739,85.0241193991194,88.23914003420911,86.2737220791572
1517,35,2,14,3,0.7,log2,87.22957285234865,84.90983553483552,87.59517699123751,85.56814408164804
1518,35,2,14,3,0.9,sqrt,87.40040149648692,84.79619917119916,87.74768630086982,85.38991767914048
1519,35,2,14,3,0.9,log2,87.4858310267563,84.9099974099974,88.34013005241081,86.11050308845056
1520,35,3,5,1,0.7,sqrt,86.84523121533798,84.73905723905725,87.8281822090767,86.04309134449309
1521,35,3,5,1,0.7,log2,87.0302440409202,85.30869593369592,88.51705785671834,87.11225197408383
1522,35,3,5,1,0.9,sqrt,86.9306506068072,84.22623672623673,86.8310803316987,84.33399653957615
1523,35,3,5,1,0.9,log2,87.05877462461092,84.68223905723906,88.01094485434679,85.9867777522702
1524,35,3,5,3,0.7,sqrt,86.51772769210491,85.25187775187776,88.09697574547903,87.0958868971439
1525,35,3,5,3,0.7,log2,86.603197777575,85.365675990676,87.63857876254765,86.57514588268619
1526,35,3,5,3,0.9,sqrt,86.66013727935436,84.91015928515928,87.6854274348062,86.25099198723166
1527,35,3,5,3,0.9,log2,86.67435187719886,84.56844081844082,87.69638415222268,85.90244260529477
1528,35,3,6,1,0.7,sqrt,87.40045219048778,84.85317922817923,88.28805546986486,86.10975324206373
1529,35,3,6,1,0.7,log2,87.20110310145898,85.36583786583788,88.11733593457885,86.48796031389334
1530,35,3,6,1,0.9,sqrt,87.44314667802213,84.7960372960373,87.80652307177871,85.45120740069143
1531,35,3,6,1,0.9,log2,87.34347213350773,84.85301735301735,87.71744668416004,85.52268238444711
1532,35,3,6,3,0.7,sqrt,86.93063032920683,85.251554001554,87.8952245578564,86.46216709940614
1533,35,3,6,3,0.7,log2,86.8594356743823,84.85285547785548,87.30455923284828,85.53968653620294
1534,35,3,6,3,0.9,sqrt,86.95908994129636,85.08093758093759,87.91642701680867,86.36004174828834
1535,35,3,6,3,0.9,log2,86.93062019040667,84.79619917119918,87.88962981625588,86.04297264053781
1536,35,3,7,1,0.7,sqrt,87.6282101976052,84.68223905723904,87.95691178448598,85.33449943201437
1537,35,3,7,1,0.7,log2,87.58547515487017,84.73905723905725,87.40946506484025,84.7961753475881
1538,35,3,7,1,0.9,sqrt,87.69940485242977,85.47963610463609,89.03734310991332,87.15394201180274
1539,35,3,7,1,0.9,log2,87.78483438269916,84.68223905723906,88.10115119697318,85.35794319613782
1540,35,3,7,3,0.7,sqrt,86.95905952489582,84.62509712509713,87.36504103845498,85.3108673298013
1541,35,3,7,3,0.7,log2,87.04452961036591,84.96730121730123,87.4456056979491,85.68615535085368
1542,35,3,7,3,0.9,sqrt,87.24384828299418,85.02379564879566,88.14427863505514,86.24898655703024
1543,35,3,7,3,0.9,log2,87.10144883454491,84.62509712509713,86.9678443870107,84.705851041158
1544,35,3,8,1,0.7,sqrt,87.85598848232301,84.9099974099974,88.14884161359458,85.56810934672384
1545,35,3,8,1,0.7,log2,87.81324330078778,85.59359621859622,89.12722305424543,87.24510624476387
1546,35,3,8,1,0.9,sqrt,88.1834717279557,85.19457394457393,88.93190068335348,86.23477577561752
1547,35,3,8,1,0.9,log2,88.34004521904876,84.96713934213935,89.0584826388667,86.14642634220537
1548,35,3,8,3,0.7,sqrt,87.04450933276556,85.08093758093759,87.45891571609754,85.67316126302175
1549,35,3,8,3,0.7,log2,87.25805274203852,85.47979797979798,88.6827329600026,87.21135624235752
1550,35,3,8,3,0.9,sqrt,87.37194188439739,84.56795519295518,87.7134235721393,85.21978439972796
1551,35,3,8,3,0.9,log2,87.37194188439742,84.51097513597514,87.20976825063595,84.55530862952844
1552,35,3,9,1,0.7,sqrt,88.22612566028937,85.30885780885781,88.96502316510426,86.45042597398911
1553,35,3,9,1,0.7,log2,88.18344131155517,85.365675990676,88.94417567951571,86.48172968879689
1554,35,3,9,1,0.9,sqrt,88.5678437813669,84.73921911421911,88.78863167140936,85.29862280377645
1555,35,3,9,1,0.9,log2,88.55362918352242,84.96697746697747,89.23475397263118,86.12414633158436
1556,35,3,9,3,0.7,sqrt,87.14415346087945,84.85285547785548,88.05714014217969,86.08314713545846
1557,35,3,9,3,0.7,log2,87.12994900183512,85.08093758093759,88.043257017607,86.31932922989402
